,name,What college are you at?,I identify as...,I want to be matched with people looking for...,I want to match with people who are,How do you feel about an open/polyamorous relationship?,What year are you in?,What years do you want to match with?,What do you study?,Where do you go?,How COVID-Secure is your Date?,What do you talk about?,How far do you go?,It's ok to leave friends on read,Capitalism has failed the planet,University COVID guidelines are too harsh,Sharking is predatory,Drug laws should be loosened,I am scared that if I express my opinions I will be cancelled,Pissing in the sink is normal,How smart are you compared to the average Oxford student?,Was clubbing a large part of your social life?,The Pre-Covid best night out was...,How do you feel about alcohol?,How do you feel about cigarettes?,Is music important in your relationships?,Who are your favourite musicians?,How stylish are you?,How outdoorsy are you?,How kinky are you compared to the average Oxford student?,Is sports important in your relationships?,How important is emotional vulnerability in your relationships?,Which of these traits is most important for you in a partner?,Which of these traits do you have most?,Which of these traits do you have least?,I would best describe my political views as being...,There are some political views I don't want to be matched with,I do not want to match with someone who is...,Best Chip Van in Oxford,Worst Subject,Sexiest JCR Position,Biggest Waste of Human Potential,Nicest College,Biggest Name On Campus,I want to enter a crush,My crush's first name is...,My crush's college is...,I do not want to match with someone from my college,I do not want to match with someone from my course,Is there a particular college you don't want a match from?,I don't want a match from...,How was the quiz?,Any feedback for next time?,Do you want to share any contact details with your match (other than your Oxford email)?,Submitted At,Token,Unnamed: 60,Unnamed: 61,Unnamed: 62
1024,person 501,St John's College,Female,,Male,Not interested,First,"Second, First, Third, Fourth + / Post Grad",Modern Languages,Drinks,As long as it's legal,The Deep Stuff™,Peck on the cheek,1,4,3,3,4,2,3,2,4,Park End / ATIK / WTF it's called,4,1,5,"Nicki Minaj, Bad Bunny, AJ Tracey",5,4,3.0,3,4,Kindness,Kindness,Confidence,Moderately left-wing,True,Very conservative,Hassan's,Chemistry,Freshers Rep,Rowing,The Queen's College,Korben Bailey (loml),True,did not enter oxmatch,St John's College,True,True,False,,1,"I didn't mean to put one star, sorry, I loved this",True,2020-10-20 22:10:23,wptcko2r5z735z8a0ip8l5wptckomxz5,,,
1025,person 1747,Corpus Christi College,Female,,"Male, Female, Nonbinary",Happy either-way,Second,"First, Second, Third, Fourth + / Post Grad",History,Coffee,As long as it's legal,"Art, Music, Culture...",Peck on the cheek,3,5,2,5,3,4,1,4,3,Bridge,3,3,3,,5,2,2.0,1,3,Ambition,Ambition,Sense of Humour,Moderately left-wing,True,"Very conservative, Moderately conservative",Posh Nosh,Geography,Freshers Rep,OUCA,Worcester College,BFR,False,,,True,True,False,,5,No.,False,2020-10-20 22:11:20,0aflfiraipiimtawnpq0aflf5dkms222,,,
1026,person 2952,New College,Male,,Female,Not interested,First,"First, Second","Philosophy, Politics and Economics (PPE)",Coffee,As long as it's legal,"Art, Music, Culture...",Horizontal,2,2,3,3,4,5,1,4,3,Bridge,5,1,4,"Most rock music, jazz and classical. Big fan of 80s and 70s music",2,5,3.0,3,2,Sense of Humour,Confidence,Ambition,Sightly conservative,False,,Hassan's,Economics and Management,Freshers Rep,OUCA,Magdalen College,William of Wykeham,False,,,True,True,True,Wadham College,5,No,False,2020-10-20 22:18:52,2rxmea1fzuovjpba2rxmj75y818waxyd,,,
1027,person 1476,St Edmund Hall,Male,,Female,Not interested,First,First,Mathematics,Coffee,"Live fast, die young",Becoming a duo of criminal masterminds then going around Europe doing diamond heists,Peck on the cheek,3,4,4,3,4,1,3,2,2,,4,3,1,,2,2,1.0,1,4,Sense of Humour,Sense of Humour,Ambition,Very left-wing,False,,Hassan's,Classics,Entz,OUCA,Magdalen College,"dude, i've been here like a week",False,,,False,True,False,,4,Maybe a box to put random other info you think people should know,True,2020-10-20 22:31:28,nqgl5e0b8pvpkrt3xnqgl56wnu6bbs52,,,
1028,person 2737,Lincoln College,Female,,Male,Not interested,First,"First, Second, Third, Fourth + / Post Grad",English Language and Literature,Drinks,"Live fast, die young","Art, Music, Culture...",Horizontal,5,4,2,2,3,2,1,2,4,Bridge,5,4,5,SZA,2,2,3.0,1,4,Sense of Humour,Sense of Humour,Kindness,Moderately left-wing,True,Very conservative,McCoy's,Classics,Entz,Rowing,Hertford College,Tom Nicholls,False,,,True,False,False,,5,No,False,2020-10-20 22:40:25,8xpjrp7mmr8hnqsealw38xpjbrjl0itz,,,
1029,person 63,St Hugh's College,Female,,Male,Not interested,Second,"First, Second, Third, Fourth + / Post Grad",History,Drinks,"Live fast, die young","Art, Music, Culture...",Horizontal,5,4,4,2,5,3,2,2,5,Bridge,5,4,2,,4,3,4.0,1,2,Confidence,Confidence,Ambition,Moderate,False,,Hassan's,Earth Sciences (Geology),President,Rowing,Trinity College,Adam Roble,False,,,True,True,False,,5,No thank you it was perfect,False,2020-10-20 23:05:38,iuozjqsihtmvcia6905iuozjqc3zybf5,,,
1030,person 1939,St Hugh's College,Female,,Male,Happy either-way,Second,"Second, Fourth + / Post Grad, Third",History,Drinks,"Live fast, die young","Art, Music, Culture...",Horizontal,4,5,4,3,4,2,3,5,4,Bridge,5,3,4,"The Rolling Stones, the Stone Roses, Jimi Hendrix, Nina Simone",5,4,4.0,2,3,Sense of Humour,Intelligence,Ambition,Slightly left-wing,True,Very conservative,Hassan's,Computer Science,President,OUCA,Trinity College,Eve Bennett,False,,,False,True,False,,5,No you’re doing good:),False,2020-10-20 23:12:42,8xtkk69qeqltq57yt46prq8xtkk6z0is,,,
1031,person 1684,Christ Church,Female,,Male,Not interested,Third,"First, Second, Third, Fourth + / Post Grad",Biology,Drinks,"Live fast, die young",The Deep Stuff™,Horizontal,5,3,3,3,2,4,4,4,4,Bullingdon,5,5,3,,4,4,2.0,3,3,Sense of Humour,Kindness,Ambition,Sightly conservative,True,"Very left-wing, Very conservative",Posh Nosh,Classical Archaeology and Ancient History,Entz,The Union,Balliol College,Lois and Phoebe,True,did not enter oxmatch,Keble College,True,True,False,,5,no,False,2020-10-20 23:14:20,yk2a7ghgd00snqyuch0e24yk2a7gdl0a,,,
1032,person 1653,New College,Male,,"Female, Nonbinary",Happy either-way,First,"First, Second, Third, Fourth + / Post Grad",Physics,Walk in the park,"Live fast, die young",Sex,Horizontal,1,1,5,1,5,3,5,5,3,Bullingdon,5,4,5,"Train, Coldplay, Adele",3,3,2.0,2,3,Kindness,Kindness,Confidence,Very conservative,True,I'm not political,Hassan's,Classics and Oriental Studies,Entz,OUCA,New College,Myself,True,did not enter oxmatch,New College,True,True,False,,4,No,False,2020-10-20 23:22:21,wfzj7jgw9kdstzvlzluwfzj7jwx52678,,,
1033,person 582,Pembroke College,Female,,Male,Happy either-way,Third,"Second, Third, Fourth + / Post Grad",English Language and Literature,Drinks,"Live fast, die young",Sex,Horizontal,3,4,2,5,5,2,4,2,4,Bridge,5,3,5,"Tyler the creator, Arctic monkeys, the zombies, the cure,kanye",5,2,4.0,1,4,Sense of Humour,Kindness,Confidence,Moderately left-wing,True,"Moderately conservative, Very conservative, I'm not political, Sightly conservative",McCoy's,Mathematics,Welfare,OUCA,Christ Church,Dunno!,True,did not enter oxmatch,Pembroke College,True,True,True,Christ Church,4,Nope,True,2020-10-20 23:38:52,rp8b3yu1anhe34obghrrp8b3y6somiqv,,,
1034,person 2704,Balliol College,Male,,Female,Happy either-way,Second,"First, Second, Third",Economics and Management,Drinks,"Live fast, die young",The Deep Stuff™,Horizontal,1,2,4,3,4,3,4,4,4,Bridge,4,3,5,"Drake, The Weeknd, AJ Tracey, DigDat",5,3,5.0,3,3,Ambition,Sense of Humour,Kindness,Slightly left-wing,False,,Hassan's,Earth Sciences (Geology),Entz,OUCA,Worcester College,In E&M? Me,False,,,True,True,False,,5,Nope,True,2020-10-21 00:16:52,hn7gzrlriues457chn7g3jpj8l84y5ox,,,
1035,person 2139,Lady Margaret Hall,Female,,Male,Not interested,Second,"Second, Third, Fourth + / Post Grad",Mathematics and Philosophy,Coffee,As long as it's legal,Politics,Peck on the cheek,2,5,2,2,4,5,2,4,3,A night in,3,2,2,,3,3,3.0,3,2,Intelligence,Intelligence,Kindness,Very left-wing,False,,Hassan's,Geography,President,The Union,Merton College,???,False,,,True,True,False,,3,Less meaningless questions,False,2020-10-21 00:51:39,4u8hj4zyfcizt3v4u8hhfd3w28ctsvv9,,,
1036,person 2099,Linacre College,Male,,Female,Not interested,Fourth + / Post Grad,Fourth + / Post Grad,Physics,Coffee,"Live fast, die young",The Deep Stuff™,Horizontal,1,3,4,4,3,3,2,4,1,,1,2,3,,3,4,,4,3,Confidence,Sense of Humour,Sense of Humour,Moderate,True,Very conservative,Ahmed's,Chemistry,President,OUCA,University College,,False,,,False,True,False,,5,nope,False,2020-10-21 00:52:42,u70jfmnz9r7u70jamauoauzl2bxs5fwn,,,
1037,person 1961,Christ Church,Female,,Male,Not interested,First,"First, Second, Third",Classics,Drinks,"Live fast, die young",The Deep Stuff™,Horizontal,4,2,5,4,3,5,1,3,3,Bullingdon,5,5,4,taylor swift,4,4,3.0,1,5,Confidence,Intelligence,Kindness,Moderately conservative,False,,McCoy's,Geography,Entz,Student Journalism,Magdalen College,Lulu Start,False,,,True,True,False,,5,no xx :),False,2020-10-21 01:34:20,qixw03qc5y43pfu99mxqixwwx3hwi57e,,,
1038,person 2631,Keble College,Male,,Female,Not interested,Second,"First, Second",Physics,Walk in the park,As long as it's legal,The Deep Stuff™,Peck on the cheek,2,5,3,4,3,1,2,2,3,A night in,3,1,3,,3,4,1.0,3,5,Kindness,Kindness,Intelligence,Very left-wing,True,"Very conservative, Moderately conservative, Sightly conservative",Hassan's,"Philosophy, Politics and Economics (PPE)",Welfare,OUCA,Magdalen College,Tolu Duckworth,False,,,True,False,False,,4,No,False,2020-10-21 02:30:44,0hf8nk2yvbgeavoyrh0hf8nnlw2djyo4,,,
1039,person 576,Pembroke College,Male,,Female,Happy either-way,Second,"First, Second, Third, Fourth + / Post Grad",Philosophy and Theology,Drinks,As long as it's legal,"Art, Music, Culture...",Horizontal,4,3,5,3,2,4,5,5,3,Bridge,4,2,4,"The Wanted, JLS",3,3,2.0,1,3,Sense of Humour,Sense of Humour,Ambition,I'm not political,False,,McCoy's,Archaeology and Anthropology,Entz,The Union,St John's College,Tola Fola-Alade,True,person 2977,Pembroke College,True,True,False,,4,,False,2020-10-21 02:35:50,dlhahrjrha181mlujlwdlhahmjk7oqqt,,,
1040,person 2878,Keble College,Male,,Female,Not interested,Second,"First, Second, Third",Archaeology and Anthropology,Walk in the park,As long as it's legal,"Art, Music, Culture...",Horizontal,3,3,3,3,1,4,1,3,3,Park End / ATIK / WTF it's called,4,2,3,,4,5,1.0,3,3,Kindness,Confidence,Intelligence,Sightly conservative,False,,Hassan's,Economics and Management,Welfare,Student Journalism,St John's College,Rohith,False,,,True,False,False,,4,No,False,2020-10-21 02:45:25,9wcmsmqof3l0gvj4volh9wcmsnykcj78,,,
1041,person 772,St John's College,Male,,Male,Happy either-way,Fourth + / Post Grad,"Second, Fourth + / Post Grad, Third",Other,Coffee,As long as it's legal,"Hobbies, Likes/Dislikes ",Peck on the cheek,4,4,3,3,4,1,3,3,4,Plush,3,1,3,,4,3,3.0,3,4,Kindness,Kindness,Ambition,Moderately left-wing,True,"Very conservative, Moderately conservative, Very left-wing",Ahmed's,Theology and Religion,President,Student Journalism,Magdalen College,,True,person 1739,Worcester College,True,False,False,,5,-,False,2020-10-21 03:07:39,qg7rerqh6whckqg7re9yoozum2ym7x2d,,,
1042,person 947,Pembroke College,Female,,Male,Not interested,Third,"Third, Fourth + / Post Grad",History and Economics,Walk in the park,As long as it's legal,The Deep Stuff™,Peck on the cheek,5,2,1,5,1,1,1,5,3,Bridge,3,1,3,,3,3,1.0,3,3,Kindness,Intelligence,Confidence,Sightly conservative,False,,Posh Nosh,Chemistry,President,OUCA,Corpus Christi College,Huh?,False,,,True,True,False,,1,N/a,False,2020-10-21 06:22:12,z7k604nimjqq2ilq0ha578z7k6048jew,,,
1043,person 2351,St Catherine's College,Female,,Male,Not interested,Third,Third,Medicine,Walk in the park,"Live fast, die young",Politics,Peck on the cheek,3,2,4,3,1,3,5,3,3,Park End / ATIK / WTF it's called,4,1,5,"lianne le havas, vulfpeck, amy winehouse",3,5,2.0,4,3,Sense of Humour,Kindness,Confidence,Moderately conservative,False,,Hassan's,"Philosophy, Politics and Economics (PPE)",President,Student Journalism,Lady Margaret Hall,ben farmer,False,,,False,False,False,,5,no,False,2020-10-21 07:15:45,x9gik9syldgqgm1y00rx9gikp444ciab,,,
1044,person 1039,Somerville College,Female,,Male,Not interested,First,Fourth + / Post Grad,Biology,Walk in the park,"Live fast, die young","Art, Music, Culture...",Elbow Tap,4,3,5,5,5,3,1,3,3,Plush,4,3,3,,5,5,4.0,1,3,Sense of Humour,Sense of Humour,Confidence,Moderately left-wing,False,,Hassan's,Theology and Religion,Freshers Rep,OUCA,Magdalen College,JRR Tolkien,False,,,True,True,False,,3,To undergrady,False,2020-10-21 07:57:40,b3on9p23zl2nh1k8x6nurb3on9p23pzf,,,
1045,person 281,Trinity College,Male,,Female,Not interested,Second,"First, Second",Classics,Coffee,As long as it's legal,"Art, Music, Culture...",Peck on the cheek,3,2,3,3,4,4,4,3,3,Bridge,4,3,5,"Bill Evans, Brian Wilson, Bon Iver, Stevie Wonder",3,3,,1,4,Sense of Humour,Sense of Humour,Ambition,Moderate,False,,Hassan's,Archaeology and Anthropology,Entz,OUCA,Exeter College,Ben Goodrick,False,,,False,True,False,,4,,False,2020-10-21 08:33:20,few9nufbguga7ldnw5vmjyfew9nuft7b,,,
1046,person 1136,Somerville College,Female,,"Male, Female, Nonbinary",Not interested,Second,"First, Second, Third",English Language and Literature,Walk in the park,2 Metres,"Art, Music, Culture...",Elbow Tap,3,2,1,3,3,3,1,3,1,,3,1,4,"AJR, Stromae, Sia, Trevor Morris, A Great Big World",3,4,2.0,1,3,Ambition,Intelligence,Kindness,Moderately conservative,True,Very left-wing,Hassan's,Mathematics,Welfare,Rowing,Magdalen College,Gotta be Corona,False,,,False,True,False,,4,Nah,False,2020-10-21 10:05:27,nri0yi3otrykp5cs3g1nri0cahh6qr5w,,,
1047,person 682,Hertford College,Female,,Male,Not interested,First,"Second, First, Third",Geography,Walk in the park,"Live fast, die young",The Deep Stuff™,Horizontal,2,2,3,5,3,1,5,2,4,Bridge,5,2,1,,2,3,2.0,1,4,Sense of Humour,Ambition,Kindness,I'm not political,False,,Hassan's,Oriental Studies,President,Student Journalism,St Edmund Hall,Tom Fletcher,False,,,True,True,False,,5,nope it was 10/10,True,2020-10-21 10:31:56,x6q2c64hrtj3dcym6vx6q2chxrajdc72,,,
1048,person 2785,Corpus Christi College,Female,,Male,Not interested,Third,"Second, Third, Fourth + / Post Grad, First",Medicine,Coffee,"Live fast, die young",literally anything,Peck on the cheek,4,3,3,4,3,2,1,4,2,,3,1,3,,5,3,,1,5,Kindness,Kindness,Intelligence,Moderate,True,"Moderately conservative, Very conservative, Very left-wing, Sightly conservative, Moderately left-wing",Ahmed's,Physics,Welfare,The Union,Worcester College,Adam Roble,False,,,False,True,False,,4,,False,2020-10-21 11:34:45,com97ndgazkk8vrrfcom970trgbiv06p,,,
1049,person 2397,Lady Margaret Hall,Female,,Male,Not interested,First,"First, Second, Third, Fourth + / Post Grad",Mathematics and Computer Science,Walk in the park,As long as it's legal,The Deep Stuff™,Peck on the cheek,1,3,1,5,3,2,1,1,2,,2,1,3,,3,5,,4,3,Intelligence,Intelligence,Confidence,I'm not political,False,,Hassan's,History and Politics,Freshers Rep,The Union,Christ Church,idk,False,,,False,True,False,,5,no,False,2020-10-21 11:56:43,j84rxuw9p6847cr13xj84rx04far1t0r,,,
1050,person 1888,Keble College,Female,,Male,Not interested,Second,"Second, Third",Biology,Coffee,As long as it's legal,"Art, Music, Culture...",Peck on the cheek,3,4,3,5,4,2,4,2,3,Park End / ATIK / WTF it's called,5,2,4,"XTC, Grimes, Radiohead, Green Day",2,3,2.0,2,4,Sense of Humour,Kindness,Confidence,Moderately left-wing,True,"Very conservative, Moderately conservative, Sightly conservative, I'm not political",Hassan's,"Philosophy, Politics and Economics (PPE)",Welfare,OUCA,The Queen's College,,False,,,True,True,False,,4,a few more questions to do with personal interests maybe but other than that its good,False,2020-10-21 12:01:04,pp20i5ek9rhcb62hpp2awnqjiwgqrqh7,,,
1051,person 1610,St Peter's College,Male,,Female,Happy either-way,First,"First, Second",Physics,Walk in the park,"Live fast, die young",The Deep Stuff™,Horizontal,1,3,5,2,5,1,5,1,4,Park End / ATIK / WTF it's called,5,2,1,,1,5,2.0,4,3,Sense of Humour,Sense of Humour,Confidence,I'm not political,False,,Hassan's,Archaeology and Anthropology,Entz,Rowing,Worcester College,Lily KD,True,did not enter oxmatch,Christ Church,False,False,False,,5,Skip the politics,True,2020-10-21 12:06:24,x5ip55yg40004pxlgpza6y0x5ip55yzg,,,
1052,person 2739,St Hugh's College,Male,,Female,Not interested,Second,"First, Second, Third",History,Coffee,2 Metres,"Art, Music, Culture...",Peck on the cheek,2,1,3,4,4,4,2,4,3,Bridge,4,3,2,,3,4,3.0,3,2,Intelligence,Kindness,Confidence,Sightly conservative,False,,Hassan's,Physics and Philosophy,President,Rowing,New College,Sara bortolotti,False,,,True,True,False,,3,,True,2020-10-21 12:12:27,7h0zpj1bn5dj091wigd8b5l7h0zpj1b7,,,
1053,person 2859,St Hilda's College,Female,,Male,Not interested,First,"First, Second, Third",English Language and Literature,Walk in the park,"Live fast, die young",The Deep Stuff™,Peck on the cheek,3,1,4,3,1,4,1,2,2,,4,2,3,,3,4,3.0,1,4,Confidence,Kindness,Ambition,Moderately conservative,True,"Very left-wing, Very conservative, Moderately left-wing",McCoy's,Earth Sciences (Geology),President,Student Journalism,St Edmund Hall,No idea,False,,,False,False,True,Merton College,3,get rid of the chip shop question haha - hard for freshers to answer!,True,2020-10-21 12:17:34,5vpe9ee1vo76qk37iw55vpe9edw54zzm,,,
1054,person 2102,Somerville College,Female,,Male,Not interested,Second,"Second, Third, Fourth + / Post Grad",Biochemistry (Molecular and Cellular),Drinks,As long as it's legal,"Art, Music, Culture...",Peck on the cheek,4,4,4,3,4,2,2,3,4,Bridge,3,2,4,"Slaves, Morcceba",5,5,3.0,3,4,Kindness,Kindness,Intelligence,Moderately left-wing,True,"Very conservative, Moderately conservative, Sightly conservative",Hassan's,Engineering Science,Entz,The Union,Jesus College,Mukahang Limbu,True,person 2092,Somerville College,False,True,True,Christ Church,2,Make questions clearer,False,2020-10-21 12:24:58,7u9fat0n8jzlaoddw90efp7u9fjd4ugf,,,
1055,person 2944,Somerville College,Female,,Male,Not interested,Second,"Second, Third, Fourth + / Post Grad",English Language and Literature,Drinks,As long as it's legal,"Art, Music, Culture...",Peck on the cheek,3,5,3,3,4,2,2,2,4,Bridge,3,2,2,,3,5,3.0,3,5,Kindness,Kindness,Ambition,Moderately left-wing,True,"Moderately conservative, Very conservative, I'm not political",Hassan's,Engineering Science,Entz,The Union,Exeter College,Mukahang Limbu,False,,,False,True,True,The Queen's College,3,Clearer questions,True,2020-10-21 12:25:05,v6mdclftxxwi77e5rv7v6mdclkbfk20p,,,
1056,person 1778,Lady Margaret Hall,Male,,Female,Not interested,First,"First, Second, Third, Fourth + / Post Grad",Religion and Oriental Studies,Walk in the park,As long as it's legal,"Art, Music, Culture...",Horizontal,2,2,3,4,3,3,2,4,3,Park End / ATIK / WTF it's called,3,1,4,"Pink Martini, black keys, Claire Laffut",4,3,2.0,1,4,Kindness,Intelligence,Ambition,Slightly left-wing,False,,Hassan's,"Philosophy, Politics and Economics (PPE)",Entz,OUCA,Christ Church,,False,,,False,True,False,,4,Nah,False,2020-10-21 12:27:24,n2nu8mfvgis3ynt7zqlbp34n2nu8mf6r,,,
1057,person 475,Mansfield College,Male,,Female,Happy either-way,Second,"First, Second, Third",Engineering Science,Coffee,As long as it's legal,The Deep Stuff™,Peck on the cheek,3,4,3,2,4,1,1,4,4,Bridge,5,3,2,,3,2,,1,3,Intelligence,Ambition,Confidence,Slightly left-wing,False,,Hassan's,Classics and Oriental Studies,Freshers Rep,The Union,Magdalen College,,False,,,True,True,False,,4,Some of the answers were quite vague,False,2020-10-21 12:47:22,p40n85bv6pus6xzv5zwxp40n8vy9obw6,,,
1058,person 1584,St Hilda's College,Male,,Female,Happy either-way,Third,"Third, Second, Fourth + / Post Grad",English Language and Literature,Dinner,All virtual,Sex,Horizontal,2,5,3,2,4,1,3,1,3,Bridge,5,2,3,,2,1,5.0,2,3,Sense of Humour,Sense of Humour,Confidence,Moderately left-wing,False,,Ahmed's,Theology and Religion,Entz,The Union,Christ Church,Imogen Taylor @ Hildas,False,,,False,True,False,,5,no,True,2020-10-21 12:49:05,16h013fdaw8z06gx98u16h0169fzj6ry,,,
1059,person 352,St Catherine's College,Female,,Male,Not interested,Second,"Second, Third",Human Sciences,Dinner,"Live fast, die young",The Deep Stuff™,Peck on the cheek,2,2,2,4,3,2,3,3,4,Park End / ATIK / WTF it's called,4,2,2,,4,5,2.0,4,4,Sense of Humour,Kindness,Confidence,Moderate,False,,Hassan's,Physics,President,The Union,Christ Church,,False,,,False,False,False,,5,No,True,2020-10-21 13:45:33,bhs182ki0uv2ytdbhs18qyaanlgmjkba,,,
1060,person 759,Somerville College,Female,,Male,Not interested,First,"Fourth + / Post Grad, Third, Second, First",Biology,Drinks,"Live fast, die young","Art, Music, Culture...",Horizontal,2,3,4,1,4,1,1,1,4,Park End / ATIK / WTF it's called,4,1,1,,2,5,,4,4,Sense of Humour,Ambition,Confidence,I'm not political,False,,Hassan's,Computer Science and Philosophy,President,The Union,Keble College,Jan,False,,,True,True,False,,5,No,True,2020-10-21 14:01:01,1jqm0pj9mh6ah0b1jqm04bgcbb8u8vea,,,
1061,person 2614,St Anne's College,Male,,Female,Not interested,Third,"Second, Third",History and Politics,Drinks,As long as it's legal,Politics,Peck on the cheek,3,2,4,2,4,3,2,3,3,Bridge,4,1,4,"Flume, Odesza, Porter Robinson, San Holo",2,4,2.0,2,3,Sense of Humour,Sense of Humour,Confidence,Sightly conservative,False,,Ahmed's,Law (Jurisprudence),President,Student Journalism,Worcester College,Shannon Yang,True,did not enter oxmatch,Lady Margaret Hall,True,True,False,,3,,False,2020-10-21 14:36:13,dgrrjf8qckujb6n36zdgrrwbv4g4fqkb,,,
1062,person 212,St Hilda's College,Female,,Female,Happy either-way,Second,"Second, Third",Classics,Coffee,As long as it's legal,"Art, Music, Culture...",Elbow Tap,4,4,3,3,5,2,3,1,3,Plush,5,2,3,,4,4,3.0,2,4,Sense of Humour,Sense of Humour,Confidence,Slightly left-wing,False,,Ahmed's,"Philosophy, Politics and Economics (PPE)",President,The Union,Lincoln College,,False,,,True,True,False,,3,nope,False,2020-10-21 14:44:26,z1kgrwacokugem8rez1yo2xksjja4o26,,,
1063,person 2733,Regent's Park College,Female,,Male,Happy either-way,First,First,English Language and Literature,Coffee,2 Metres,"Art, Music, Culture...",Peck on the cheek,4,3,2,3,2,3,1,2,3,Plush,3,1,3,,4,3,,2,4,Sense of Humour,Sense of Humour,Ambition,Moderately left-wing,True,"Moderately left-wing, Slightly left-wing, Moderate, I'm not political",Hassan's,Theology and Religion,President,OUCA,Hertford College,,False,,,False,False,False,,4,No,False,2020-10-21 14:54:27,mo93s7522bnky15mo916tzxdmryv0bkj,,,
