,I agree that I have bought a [ticket](https://fixr.co/event/215737120) and agree to the [Terms and Conditions](https://docs.google.com/document/d/1CMuFMFBw8FoJ2JRSkDh7QS31ZW5-Bf3\_BDg4pLLJ9B4/edit?usp=sharing).,name,Do you understand you won't get a match unless you've bought a ticket?,What college are you at?,What do you study?,"{{field:5be60ae4-75cb-48af-93d7-fb1955703b91}}, what year are you in?",What years do you want to match with?,I identify as...,I want to match with people looking for...,I want to match with someone who is:,How do you feel about a non-monogamous relationship?,I like Christmas the most for...,My ideal date is...,You are taking them to dinner. Where do you go?,What do you talk about?,How COVID-Secure is your Date?,Who pays?,What’s one thing you definitely want from your partner in the morning?,Fast forward to end of COVID-19. You and your partner are going on a dream romantic getaway. What continent is it on?,How political are you?,I would best describe myself as being...,Are there some political beliefs you don't want to match with?,I do not want to match with someone who is:,I would look after my drunk mate even if I had an essay due at 9am,"I’d always support my country, whether it was right or wrong.",Social activism is important to me,I'm very outgoing and extroverted,Climate change is the most important issue,My intellectual curiosity is the most important thing about me.,Being thought of as well dressed is important to me,"“From each according to his ability, to each according to his need” is a fundamentally good idea.
",I find extreme ambition attractive even when it interferes with family and friends,"Authority should always be questioned.
",No culture is superior to any other,It is important to me to promote access to Oxford,Making peace with the establishment is an important aspect of maturity.,"You cannot be moral without being religious
",I consider myself religious,There are some things that science cannot explain,Traditional gender roles exist for a reason,"Some people are naturally unlucky.
",Is it true that {{field:fead9b5e-ab90-4724-8d76-5bc0ee9a3a3b}} is the best college?,I think I have a healthy work/life balance.,I try to attend all lectures.,*Who has done* _*more*_* for women this term?*,I would never get with a tute partner,Best night out in Oxford?,"How do you describe organisations with hacks, slates, and famous debating societies? ",Are you smarter than most people at Oxford?,"Besides {{field:5be60ae4-75cb-48af-93d7-fb1955703b91}} {{field:7377cb3f-039d-4dc6-a882-0b64fac6f685}}, who is the Biggest Name on Campus?",Crewdates are...,Studying in the library is...,Are you a cat or a dog person?,What would you give your scout?,"Household bop or household baking?
",Emotional vulnerability is an important part of my friendships,Big spoon or little spoon?,How confident are you?,My humour is politically correct,Favourite game to play with friends?,My ideal date ends...,Do you announce to the porters if someone is staying over?,Are you kinky?,"Just so we’re really clear, are you naughty or nice? 😉",Best sconce?,Do you drink alcohol?,How much do you drink?,Do you smoke?,How much do you smoke?,"If you do nothing for an entire day, how do you feel?",Morning or Night person?,The ideal number of nights out is...,How important is music to you?,Favourite musicians? ,I consider myself outdoorsy,Vibe check - how wholesome are you?,I most want to get a...,I will most likely sell my soul to the city,How many children do you want?,I expect my children to attend Oxbridge,I want to be thought of as posh,"Looking back, if 2020 was a movie, what would it be called?",Which of these traits is most important for you in a partner?,Which of these traits is your best trait?,I would be disappointed if I didn't meet my match in person,I am happy to match with someone from my college,I am happy to match with someone from my course,Is there a particular college you don't want a match from?,I don't want a match from...,How was the quiz?,Any feedback for next time?,Do you want to include additional contact information for your match to reach you?,Your email is {{field:3b292fa4-3b1f-47db-8ef6-a631747f0486}} and you want to match with a {{field:cd7d9577-c952-4d05-b8b4-ef159867afa9}}.,Submitted At,Token
529,True,person 412,1.0,Balliol College,Engineering Science,Fourth + / Post Grad,"Third, Fourth + / Post Grad",Male,,Female,Not interested,The time off,Something active!,Homemade meal,"Art, Music, Culture...",4.0,Pay separately,Breakfast,South America,4.0,Moderately left-wing,0.0,,4.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,"A certain society related to philosophy, politics and economics",2.0,Park End,4.0,2.0,Richard Matherson,2.0,3.0,3.0,Chocolate,3.0,3.0,4.0,3.0,3.0,Chess,3.0,1.0,2.0,2.0,🤷🏾‍♂️,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,"Jungle, kaytranada, Goldlink, Glass Animals",4.0,3.0,💰 Sweet job 💰,1.0,2.0,2.0,1.0,One long fever dream,Kindness,Sense of Humour,4.0,0.0,1.0,0.0,,5.0,Nada,0.0,1.0,2020-11-25 11:32:01,y14xir4rgnrxbb2wy2y14xhjd9dpao3u
530,True,person 2650,1.0,Exeter College,Law (Jurisprudence),Third,"Third, Fourth + / Post Grad",Female,,Male,Not interested,The food,Visit the Ashmolean,Takeaway and a film,"Art, Music, Culture...",3.0,Split equally,Sex,Europe,3.0,Moderate,0.0,,5.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,It's closer than I'd like it to be,3.0,A night in..,5.0,3.0,Cecil Rhodes,1.0,5.0,1.0,Chocolate,1.0,4.0,1.0,3.0,3.0,Cards against Humanity,3.0,1.0,5.0,4.0,Got a fungal infection from a hickey on my neck that spread,1.0,3.0,0.0,,1.0,3.0,1.0,2.0,Glass animals ryx beyonce,3.0,4.0,💰 Sweet job 💰,5.0,1.0,5.0,3.0,Quentin quarantino,Kindness,Ambition,4.0,0.0,0.0,1.0,St Hugh's College,5.0,Nah,0.0,1.0,2020-11-25 14:06:37,7ql1iz8x0szmh527ql1iztk4l1a9ttru
531,True,person 3091,1.0,St Peter's College,History and Economics,Second,Second,Male,,"Male, Non-binary",Not interested,Quality time with family and friends,Dinner at a nice restaurant,Dinner at a nice restaurant,The Deep Stuff™,5.0,Split equally,Breakfast,North America,4.0,Moderately left-wing,1.0,,5.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,5.0,3.0,4.0,1.0,3.0,4.0,Donald Trump,2.0,A night in..,4.0,1.0,İrem Kaki,2.0,3.0,2.0,Chocolate,5.0,5.0,1.0,3.0,3.0,Pictionary,3.0,1.0,2.0,1.0,,1.0,3.0,0.0,,2.0,3.0,1.0,3.0,"Lorde, Janelle monae",3.0,5.0,Spouse,4.0,2.0,1.0,1.0,Trapped,Sense of Humour,Kindness,4.0,0.0,0.0,0.0,,4.0,It's pretty good mate,0.0,1.0,2020-11-25 11:51:51,9uxpuenzo46i6xw5s69uxpuenh1f8d6d
532,True,person 2880,1.0,Regent's Park College,"Philosophy, Politics and Economics (PPE)",First,First,Female,,Male,Not interested,Quality time with family and friends,Dinner at a nice restaurant,Dinner at a nice restaurant,"Art, Music, Culture...",5.0,Split equally,To not wake me up,Oceania,3.0,Slightly left-wing,1.0,,4.0,2.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,It's closer than I'd like it to be,3.0,Plush,4.0,2.0,Refuse to give anyone the satisfaction of being named,5.0,3.0,1.0,Nice card for Christmas,1.0,3.0,1.0,4.0,2.0,Cards against Humanity,3.0,1.0,4.0,4.0,.,1.0,4.0,1.0,2.0,4.0,5.0,3.0,4.0,Kanye West,2.0,4.0,💰 Sweet job 💰,3.0,2.0,1.0,2.0,The good the bad and the ugly,Sense of Humour,Confidence,4.0,0.0,1.0,0.0,,4.0,.,1.0,1.0,2020-11-25 11:42:07,d334ybfig45y804oqf8d334yd8fbm0bv
533,True,person 3086,1.0,New College,"Philosophy, Politics and Economics (PPE)",First,"First, Second, Third, Fourth + / Post Grad",Male,,Female,Must have,The presents,Dinner at a nice restaurant,Dinner at a nice restaurant,"Art, Music, Culture...",5.0,Me,To not wake me up,Europe,4.0,Moderate,0.0,,5.0,1.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,5.0,4.0,4.0,1.0,Donald Trump,1.0,A night in..,4.0,4.0,Chris Patten,1.0,1.0,3.0,Flowers,1.0,5.0,3.0,4.0,1.0,Chess,3.0,1.0,5.0,3.0,I’ve never confused my sex partner with someone else,1.0,4.0,1.0,3.0,2.0,4.0,4.0,5.0,Debussy/ Ravel/ Satie,2.0,3.0,First,5.0,2.0,2.0,4.0,A year of no significance,Sense of Humour,Sense of Humour,5.0,1.0,1.0,0.0,,5.0,Not exactly,1.0,1.0,2020-11-25 12:15:27,m2r7ofnnzc73vorym2r7of7vln4sb6nf
534,True,person 1961,1.0,Balliol College,Economics and Management,First,"First, Second, Third",Female,,Male,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Dinner at a nice restaurant,"Art, Music, Culture...",4.0,Split equally,To not wake me up,South America,3.0,Slightly left-wing,0.0,,5.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,4.0,4.0,1.0,2.0,4.0,2.0,4.0,5.0,2.0,1.0,"A certain society related to philosophy, politics and economics",4.0,Bridge,4.0,2.0,Darcy Dixon duh,4.0,4.0,5.0,Chocolate,2.0,4.0,2.0,4.0,3.0,poker,3.0,1.0,3.0,2.0,I sconce anyone who has shagged a tute partner,1.0,4.0,0.0,,3.0,4.0,3.0,4.0,"The Beatles, Anderson Paak, Ben Platt, Lewis Capaldi",3.0,4.0,First,4.0,3.0,2.0,3.0,Year long nightmare,Sense of Humour,Kindness,3.0,0.0,1.0,0.0,,3.0,More Qs abt personality like lighthearted stuff - also freshers haven't acc experienced an ox night out yet xx,0.0,1.0,2020-11-25 12:03:51,ha1q879f242i1omkfxgoha1q879pd0zz
535,True,person 1326,1.0,St Edmund Hall,Biomedical Sciences,Third,"Second, Third, Fourth + / Post Grad",Female,,Male,Happy either way,Quality time with family and friends,Taste the countryside on Port Meadow,Dinner at a nice restaurant,The Deep Stuff™,5.0,Split equally,Tickets for a night-out,Oceania,2.0,Slightly left-wing,0.0,,4.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,5.0,4.0,2.0,4.0,3.0,2.0,2.0,"A certain society related to philosophy, politics and economics",2.0,Fever,2.0,3.0,Na,3.0,4.0,4.0,Nice card for Christmas,2.0,4.0,2.0,3.0,3.0,Cards against Humanity,3.0,1.0,2.0,3.0,Na,1.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,Midland,4.0,3.0,💰 Sweet job 💰,2.0,3.0,2.0,2.0,Back to the simple life,Sense of Humour,Kindness,3.0,0.0,1.0,0.0,,4.0,Nope,0.0,1.0,2020-11-25 12:13:51,8u1w9ddgu5xq60l1q8u1w9djj449lt6z
536,True,person 3090,1.0,Balliol College,Physics and Philosophy,First,"Second, Fourth + / Post Grad, First, Third",Male,,Female,Not interested,Quality time with family and friends,Something active!,Dinner at a nice restaurant,"Art, Music, Culture...",5.0,Me,Breakfast,Europe,2.0,Moderate,0.0,,3.0,1.0,3.0,5.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,It's closer than I'd like it to be,2.0,Plush,3.0,3.0,Vignesh Iyer,3.0,1.0,4.0,Nice card for Christmas,2.0,2.0,4.0,5.0,1.0,Chess,5.0,1.0,3.0,4.0,I'm yet to learn all this jargon...,1.0,3.0,0.0,,1.0,3.0,7.0,5.0,"Eric Clapton, Pink Floyd, Rolling Stones, Led Zep",3.0,3.0,💰 Sweet job 💰,4.0,0.0,3.0,3.0,Apocalypse Now,Sense of Humour,Sense of Humour,4.0,1.0,1.0,0.0,,4.0,Love the usability and the content!,1.0,1.0,2020-11-25 12:46:31,irrek2t2grcuargkirrzle81hw3gywok
537,True,person 961,1.0,St Edmund Hall,English Language and Literature,First,"First, Second, Third",Male,,Male,Not interested,Quality time with family and friends,Dinner at a nice restaurant,Dinner at a nice restaurant,"Art, Music, Culture...",5.0,Split equally,To not wake me up,Asia,2.0,Moderate,0.0,,5.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,2.0,It's closer than I'd like it to be,1.0,Plush,3.0,3.0,Gracie Oddie James,4.0,3.0,5.0,Nice card for Christmas,1.0,3.0,3.0,4.0,3.0,Monopoly,2.0,1.0,2.0,1.0,,1.0,5.0,0.0,,1.0,4.0,3.0,4.0,"Easy Life, Lady Gaga, Nick Mulvey, ABBA",1.0,5.0,First,3.0,2.0,5.0,3.0,Waiting for Boris (to turn up at press conferences),Ambition,Confidence,3.0,1.0,1.0,0.0,,2.0,,1.0,1.0,2020-11-25 12:36:29,ork4pc8phnoaegunm6fk8ork4qfosieo
538,True,person 1520,1.0,Pembroke College,Modern Languages,Fourth + / Post Grad,"Second, Third, Fourth + / Post Grad",Male,,Female,Not interested,Quality time with family and friends,Dinner at a nice restaurant,Best food money can buy,"Art, Music, Culture...",5.0,Split equally,To not wake me up,Europe,3.0,Slightly left-wing,0.0,,5.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,1.0,1.0,4.0,2.0,3.0,5.0,4.0,2.0,It's closer than I'd like it to be,2.0,Fever,4.0,2.0,Chris the barman,4.0,2.0,5.0,Nice card for Christmas,2.0,3.0,4.0,4.0,2.0,Cards against Humanity,4.0,1.0,4.0,3.0,I sconce anyone who went A&E after edible,1.0,4.0,0.0,,4.0,4.0,3.0,3.0,"Red Hot Chilli Peppers, Strokes, Childish Gambino",4.0,3.0,Blue,3.0,2.0,2.0,1.0,20,Sense of Humour,Sense of Humour,5.0,1.0,1.0,0.0,,5.0,All good,0.0,1.0,2020-11-25 13:22:19,3th79dw9brjkaws3th79dwk29rvtzhig
539,True,person 2690,1.0,Christ Church,"Philosophy, Politics and Economics (PPE)",Fourth + / Post Grad,Fourth + / Post Grad,Female,,Male,Happy either way,Quality time with family and friends,Visit the Ashmolean,Best food money can buy,The Deep Stuff™,5.0,Split equally,Breakfast,Asia,5.0,Very left-wing,0.0,,5.0,1.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,1.0,4.0,5.0,4.0,5.0,Donald Trump,2.0,Plush,2.0,3.0,Boris Johnson,2.0,3.0,5.0,Nice card for Christmas,2.0,5.0,2.0,3.0,2.0,Cards against Humanity,3.0,1.0,4.0,5.0,?,1.0,3.0,0.0,,4.0,5.0,3.0,5.0,BAD BUNNY BABY,2.0,2.0,First,4.0,3.0,3.0,1.0,when it fucked us,Kindness,Sense of Humour,4.0,1.0,1.0,0.0,,4.0,,0.0,1.0,2020-11-25 13:43:10,71u2ti0wc2xzh371u2trlzlo18vlnrjl
540,True,person 2600,1.0,Worcester College,History (Ancient and Modern),Third,"Second, Third, Fourth + / Post Grad",Female,,Male,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Dinner at a nice restaurant,"Art, Music, Culture...",3.0,Split equally,Tickets for a night-out,Europe,3.0,Slightly left-wing,1.0,,4.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,4.0,4.0,4.0,3.0,"A certain society related to philosophy, politics and economics",1.0,Fever,4.0,1.0,Eve bennet,2.0,2.0,3.0,Nothing,1.0,5.0,1.0,3.0,4.0,Pictionary,2.0,1.0,2.0,2.0,Nipple out in bridge,1.0,4.0,0.0,,1.0,2.0,1.0,4.0,"Beyoncé, James bay, Coldplay, hozier",3.0,4.0,💰 Sweet job 💰,3.0,2.0,1.0,1.0,Shit show,Sense of Humour,Sense of Humour,2.0,0.0,1.0,0.0,,4.0,Maybe say at the start approx how long it will take,0.0,1.0,2020-11-25 13:54:20,x24i48emkyezw1fjeb1vyix24i4wigrg
541,True,person 1879,1.0,St Edmund Hall,Biochemistry (Molecular and Cellular),Second,"First, Second, Third, Fourth + / Post Grad",Female,,Female,Not interested,The food,Dinner at a nice restaurant,Dinner at a nice restaurant,The Deep Stuff™,5.0,Split equally,Breakfast,Asia,1.0,Slightly left-wing,0.0,,5.0,2.0,2.0,3.0,2.0,2.0,,3.0,5.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,2.0,5.0,4.0,2.0,5.0,"A certain society related to philosophy, politics and economics",2.0,Plush,3.0,4.0,,5.0,1.0,4.0,Nothing,1.0,5.0,2.0,4.0,3.0,Cards against Humanity,5.0,1.0,1.0,1.0,,1.0,5.0,0.0,,2.0,3.0,3.0,4.0,,5.0,4.0,Blue,2.0,3.0,4.0,1.0,,Sense of Humour,Ambition,4.0,1.0,1.0,0.0,,5.0,,0.0,1.0,2020-11-25 14:40:36,lv8skeon6fopzbb3lv8s0mr6f49exb78
542,True,person 2370,1.0,Lincoln College,Physics,Third,"Second, Third",Male,,Female,Not interested,The time off,Taste the countryside on Port Meadow,Takeaway and a film,The Deep Stuff™,3.0,Pay separately,Breakfast,Europe,3.0,Moderately left-wing,1.0,,4.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,5.0,"A certain society related to philosophy, politics and economics",2.0,Park End,4.0,4.0,,3.0,1.0,2.0,Chocolate,2.0,4.0,4.0,2.0,2.0,Pictionary,2.0,3.0,2.0,2.0,,1.0,3.0,0.0,,2.0,2.0,1.0,4.0,,4.0,3.0,First,1.0,2.0,2.0,1.0,,Kindness,Intelligence,4.0,0.0,1.0,0.0,,3.0,,0.0,1.0,2020-11-25 15:45:03,bevh5eq0te04agnqq16bevh5equfleec
543,True,person 59,1.0,St Hugh's College,History,Second,"First, Second, Third, Fourth + / Post Grad",Female,,Male,Happy either way,Quality time with family and friends,Dinner at a nice restaurant,Dinner at a nice restaurant,"Art, Music, Culture...",5.0,Split equally,Sex,Europe,3.0,Moderate,0.0,,5.0,1.0,2.0,5.0,4.0,3.0,4.0,2.0,1.0,5.0,5.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,It's closer than I'd like it to be,1.0,Bridge,3.0,2.0,Adam Roble,5.0,2.0,1.0,Chocolate,1.0,2.0,1.0,4.0,2.0,Cards against Humanity,5.0,1.0,4.0,4.0,Threesome with a scout,1.0,3.0,1.0,2.0,5.0,5.0,2.0,2.0,...,2.0,1.0,Spouse,4.0,3.0,2.0,5.0,Lockdown,Confidence,Confidence,5.0,1.0,1.0,0.0,,5.0,"Nope, it was great.",0.0,1.0,2020-11-28 12:14:23,nnc2giqoieqceul61hnnc2giif7a3r79
544,True,person 285,1.0,Trinity College,Law (Jurisprudence),Fourth + / Post Grad,Fourth + / Post Grad,Female,,Male,Not interested,Quality time with family and friends,Something active!,Dinner at a nice restaurant,"Art, Music, Culture...",4.0,Split equally,Breakfast,Asia,3.0,Moderately left-wing,1.0,,5.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,It's closer than I'd like it to be,2.0,Park End,3.0,3.0,Malala,3.0,2.0,4.0,Chocolate,2.0,5.0,2.0,3.0,4.0,Pictionary,3.0,1.0,2.0,2.0,Escorted back to college by the police,1.0,3.0,0.0,,2.0,4.0,2.0,2.0,Bastille,3.0,4.0,Spouse,4.0,2.0,1.0,2.0,A series of unfortunate events,Kindness,Kindness,4.0,0.0,1.0,0.0,,4.0,,0.0,1.0,2020-11-25 17:06:46,d8iv4dazs1f57l7aat5ud8iv4dxzw19r
545,True,person 2276,1.0,Jesus College,Law (Jurisprudence),Fourth + / Post Grad,Fourth + / Post Grad,Female,,Male,Not interested,The food,Dinner at a nice restaurant,Dinner at a nice restaurant,Politics,3.0,Split equally,Breakfast,Oceania,3.0,Moderate,0.0,,5.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,1.0,2.0,3.0,2.0,2.0,5.0,4.0,3.0,"A certain society related to philosophy, politics and economics",2.0,Park End,3.0,3.0,Malala,4.0,1.0,4.0,Nice card for Christmas,2.0,3.0,1.0,4.0,3.0,Cards,3.0,1.0,3.0,2.0,Fancying your tutor,1.0,3.0,0.0,,3.0,2.0,4.0,4.0,"Jorja Smith, Aya Nakamura",2.0,4.0,Spouse,4.0,2.0,1.0,2.0,Wait for 2021,Sense of Humour,Sense of Humour,4.0,1.0,1.0,0.0,,4.0,,1.0,1.0,2020-11-25 17:06:09,izews2orc9iqsm32paeizewsgehpw2qe
546,True,person 1808,1.0,Balliol College,Medicine,Third,"Third, Fourth + / Post Grad, Second",Female,,Male,Not interested,The food,Taste the countryside on Port Meadow,Homemade meal,"Art, Music, Culture...",5.0,Split equally,Breakfast,Asia,4.0,Very left-wing,1.0,,5.0,1.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,It's closer than I'd like it to be,2.0,Fever,5.0,3.0,Naa Ntodi,2.0,4.0,4.0,Nice card for Christmas,3.0,5.0,3.0,4.0,4.0,Pictionary,4.0,1.0,2.0,2.0,,1.0,2.0,0.0,,3.0,3.0,1.0,5.0,,3.0,5.0,Spouse,1.0,2.0,2.0,2.0,,Kindness,Kindness,3.0,0.0,0.0,1.0,Somerville College,5.0,Maybe whether you'd want to be matched with STEM/humanities,0.0,1.0,2020-11-25 17:52:33,gg9alf2wf6t0hl73zueilgg9al5nos1d
547,True,person 1254,1.0,Oriel College,Chemistry,First,"First, Third, Second, Fourth + / Post Grad",Male,,Female,Not interested,The food,Taste the countryside on Port Meadow,Dinner at a nice restaurant,The Deep Stuff™,5.0,Split equally,Sex,Europe,4.0,Moderately left-wing,1.0,,4.0,1.0,2.0,1.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,5.0,It's closer than I'd like it to be,1.0,A night in..,5.0,4.0,Josh Scott,2.0,1.0,1.0,Nothing,3.0,4.0,3.0,1.0,1.0,Cards against Humanity,5.0,1.0,4.0,3.0,I sconce anyone who knows the length of my penis,1.0,3.0,1.0,2.0,1.0,2.0,3.0,4.0,"Ed Sheeran, Calvin Harris, televisor",5.0,2.0,Spouse,4.0,2.0,1.0,2.0,6 billion people getting fucked by a pangolin,Sense of Humour,Intelligence,5.0,1.0,1.0,0.0,,3.0,No,1.0,1.0,2020-11-25 18:31:53,qxc06o4s4xj32iq54j1fqxc06omx8spw
548,True,person 2041,1.0,St Edmund Hall,Law (Jurisprudence),Second,"Second, Third, Fourth + / Post Grad",Female,,Male,Happy either way,The time off,Dinner at a nice restaurant,Dinner at a nice restaurant,The Deep Stuff™,5.0,Them,Sex,South America,3.0,Moderately left-wing,0.0,,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0,2.0,1.0,3.0,4.0,2.0,4.0,5.0,2.0,2.0,It's closer than I'd like it to be,1.0,Park End,5.0,2.0,Adam Roble,3.0,1.0,2.0,Nothing,2.0,4.0,1.0,3.0,4.0,Pictionary,5.0,1.0,4.0,5.0,,1.0,3.0,0.0,,5.0,5.0,5.0,5.0,"Beyoncé , musical theatre",1.0,3.0,Spouse,4.0,3.0,3.0,1.0,A Series of unfortunate events,Confidence,Sense of Humour,3.0,0.0,1.0,0.0,,4.0,N/a,0.0,1.0,2020-11-25 18:32:23,ijjtzari64lyuhx8k8ijjtzc36j03xhg
549,True,person 2283,1.0,Worcester College,Geography,Third,"Third, Fourth + / Post Grad",Female,,Male,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Homemade meal,"Art, Music, Culture...",3.0,Split equally,Sex,South America,4.0,Moderately left-wing,0.0,,5.0,1.0,5.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,5.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,It's closer than I'd like it to be,2.0,Fever,5.0,1.0,idk,3.0,2.0,4.0,Flowers,1.0,4.0,1.0,1.0,3.0,Cards against Humanity,5.0,1.0,3.0,3.0,been called the wrong name in bed,1.0,4.0,0.0,,3.0,3.0,1.0,5.0,"The Smiths, Talking Heads, David Bowie, Ben Howard, Norah Jones, The Beatles",5.0,3.0,Spouse,1.0,0.0,1.0,1.0,An Absolute Shitshow: Subsequent Moviefilm,Sense of Humour,Sense of Humour,3.0,1.0,1.0,0.0,,4.0,nope,0.0,1.0,2020-11-25 19:06:20,40mqw8bn7uwk1feiil240mqw81qrbb2c
550,True,person 434,1.0,Mansfield College,English Language and Literature,First,"First, Second, Third",Female,,Male,Not interested,The time off,Taste the countryside on Port Meadow,Takeaway and a film,"Art, Music, Culture...",5.0,Split equally,Breakfast,Asia,4.0,Very left-wing,1.0,,2.0,2.0,5.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,4.0,It's closer than I'd like it to be,4.0,Plush,1.0,1.0,Huda Daghem,4.0,5.0,5.0,Chocolate,1.0,5.0,2.0,2.0,3.0,Monopoly,4.0,2.0,3.0,2.0,sconce anyone who has hooked up in their roommates room,1.0,4.0,0.0,,1.0,4.0,2.0,4.0,"Lorde, Lana, the 1975",5.0,4.0,First,2.0,2.0,2.0,2.0,Wasteland,Ambition,Ambition,5.0,1.0,1.0,0.0,,3.0,nope,1.0,1.0,2020-11-25 19:30:02,0w309oeb6bdrdbzhp0w309qoe5wuxr2i
551,True,person 2437,1.0,Somerville College,Law (Jurisprudence),Second,"Second, Third",Female,,Male,Not interested,Quality time with family and friends,Dinner at a nice restaurant,Homemade meal,"Art, Music, Culture...",4.0,Split equally,Breakfast,Asia,2.0,Slightly left-wing,1.0,,4.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,It's closer than I'd like it to be,5.0,Bridge,4.0,3.0,Zuleika Frost,3.0,2.0,3.0,Nothing,2.0,5.0,2.0,3.0,4.0,Monopoly,3.0,1.0,2.0,3.0,lol,1.0,3.0,0.0,,2.0,4.0,3.0,4.0,"fleetwood mac, hozier, abba, kendrick lamar",2.0,3.0,Spouse,4.0,3.0,2.0,1.0,fuck this,Kindness,Sense of Humour,4.0,0.0,1.0,0.0,,3.0,no,1.0,1.0,2020-11-25 19:49:10,ct78do9rp72et2ax1act78do2epwszh8
552,True,person 1094,1.0,Exeter College,Earth Sciences (Geology),Fourth + / Post Grad,Fourth + / Post Grad,Female,,Male,Not interested,Quality time with family and friends,Dinner at a nice restaurant,Dinner at a nice restaurant,The Deep Stuff™,5.0,Split equally,Breakfast,Oceania,3.0,Moderately conservative,0.0,,5.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,It's closer than I'd like it to be,1.0,Park End,3.0,1.0,Yasmine Copley,4.0,4.0,5.0,Nice card for Christmas,2.0,4.0,1.0,3.0,2.0,Cards against Humanity,3.0,1.0,3.0,2.0,,1.0,3.0,0.0,,2.0,3.0,2.0,4.0,Taylor swift,2.0,4.0,Spouse,3.0,3.0,4.0,2.0,,Ambition,Ambition,5.0,0.0,0.0,0.0,,4.0,,0.0,1.0,2020-11-25 19:58:42,mr1b5ffs68v1v0tsewssh71mr1b5f5bz
