,Your privacy is important to us. By continuing you agree to [our privacy guidelines](https://docs.google.com/document/d/1CMuFMFBw8FoJ2JRSkDh7QS31ZW5-Bf3\_BDg4pLLJ9B4/edit?usp=sharing).,name,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, did Carole Baskin murder her husband? 🐯",What college are you?,Are you...,I am looking for a...,I am in my...,I want to match with a...,What course do you?,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, are you chaotic?",What type of chaos are you?,I identify as being..,I am fine matching with people with different political beliefs than me,I specifically do not want to match with someone who is..,Are there things science can't explain?,Are you an optimist?,Do you like going to new places with new people?,Is it okay to step on others to get ahead?,Do individuals have a responsibility to make sacrifices for their community?,How much do you love your college?,Do you like to work in your college library?,Would you date someone that rows?,Would you go on a date to a college formal?,Sexiest JCR role?,What were you like on your freshers group chat?,The biggest sin on College FB Groups is...,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, what is your heart’s desire? 
","How smart are you compared to the average Oxford student? 
",Do you make an effort to attend lectures?,What type of tute partner are you?,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, have you ever overslept and missed a tutorial?",Most creative excuse for a late/missed essay?,I generally find it easy to find friends to go to the places I want,"Where do you study? 
",Worst library sin?,Favourite library?,What is the biggest waste of human potential?,"Be honest, have you ever hacked?",Would you ever date a hack?,Do you enjoy crewdates?,Best sconce?,{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}} do you drink excessively?,Are you a...,Greggs or Pret?,Favourite pub? 🍺,Favourite cafe? ☕,Is clubbing a large part of your social life?,Is Fever a bad idea?,I love Bridge Thursdays this much...,I would rather go to the pub than the club..,Ideal afters?,How musical are you?,Is music a big part of your life?,What type of music do you enjoy?,Favourite band/artist?,{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}} how kinky are you?,Do you consider yourself athletic?,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, what sports do you do?",I generally consider myself..,In my friendship group I am..,Do you think you have a good work/life balance?,I want to go on dates but I feel like I can’t find anyone…,My ideal post-lockdown first date would be...,Do you use dating apps?,Which ones?,How satisfied are you with the present choices for dating apps?,"Out of 5 matches, how many would you say you meet in person? \* ",Do you want to meet dating app matches in person?,Why don't you meet up with matches in person?,Would you like to be an early user for a new dating app in Michaelmas 2020?,I am okay matching with someone from my college,I am okay matching with someone from my course,How'd we do?,Your suggestions and feedback are welcome,I want to find a..,The college I dislike the most is...,Favourite club in Oxford?,(optional) What's been your experience with dating apps and how could it be improved?,I want to be matched with people looking for...,Submitted At,Token
517,1.0,person 410,Yes,University College,Male,Female,Second year,"First year, Second year, Third year",Mathematics and Computer Science,1.0,Chaotic good,Moderately left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,Entz 🎫,Meme provider,Sharing events nobody cares about,Spouse❤️,3.0,0.0,I'm too busy arguing with the tutor..,0.0,"Oh, the file i sent you was corrupted? I totally didn't expect that to happen. Here's a version which is not corrupted.",True,College library,"Having too much fun with your friends. Look, I'm sure your friends are fun but I don't need to be reminded during my problemsheet crisis.",Duke Humphrey's Library,Student 'journalism',0.0,1.0,1.0,Sharked in a Bob Ross costume,1.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,Half Moon,Blackwell's Cafe,1.0,1.0,4.0,True,McDonalds,2.0,0.0,,,8.0,2.0,Fencing,Extroverted,The Mess,1.0,False,"Bar, then Tango outside the Radcam, kiss under the Bridge of Sighs",1.0,"Tinder, Bumble",3.0,0.0,1.0,They don't respond to messages,1.0,0.0,1.0,4.0,,Something more... ❤️,Green Templeton College,Park End,,,2020-05-28 22:27:05,ky9qetzhq0ojqt9oky9qeh0nzu7cu5bv
518,1.0,person 1610,Yes,St Catherine's College,Male,Female,First year,"First year, Second year",Geography,1.0,Chaotic good,Slightly conservative,1.0,,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,Sports 🏐,I wasn't in the freshers group chat (thankfully),Sharing events nobody cares about,Blue🎖,2.0,0.0,Please don't ask me a question,0.0,I left my computer in Parkend,True,Cafes,,Rad Cam,The Oxford Union,0.0,0.0,1.0,Chunned and blocked a one night stands toilet,1.0,A mix of all the above depending on the week,Pret a Manger,Chequers,Handle Bar,1.0,1.0,5.0,True,Kebab van,2.0,0.0,,,6.0,4.0,Cricket,In between,The Organizer,1.0,False,Dinner and drinks,0.0,,,,,,1.0,0.0,1.0,5.0,Good stuff,Something more... ❤️,St Edmund Hall,Bully,,,2020-05-28 22:32:08,jhfvuf2tp9iaxoz6u5kjhfvuf2ooq5pa
519,1.0,person 2716,Yes,Trinity College,Male,Female,First year,"First year, Second year, Third year, Fourth year +, Post Grad",History,1.0,Chaotic good,I am not political,1.0,,0.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,Entz 🎫,The silent observer,Sharing events nobody cares about,First🎓,4.0,1.0,The Teamplayer (back them up!),1.0,told them i had to go home but really i was slamming my ex,True,Uni libraries,clutter,duke humphrey’s room,Student 'journalism',0.0,1.0,1.0,i sconce anyone who got pissed on by their ex,1.0,Creature of the night 🌙 (no idea when I'll be up),Greggs,chequers,Taylor’s,1.0,0.0,5.0,True,Kebab van,2.0,1.0,"Electronic, Rap, R&B, Reggae, Indie",pink floyd,10.0,3.0,"Cricket, Football, Rugby",Extroverted,The Daredevil,0.0,False,country walk with a zoot,1.0,Tinder,3.0,1.0,1.0,It's difficult arranging to meet // I don't know where to meet them,0.0,0.0,1.0,4.0,,Something more... ❤️,Merton College,Bully,,,2020-05-28 22:35:56,39ezslpbcp25xch6tuh39ezsbsj63p2u
520,1.0,person 675,No,St Catherine's College,Female,Female,Third year,"Second year, Fourth year +, Post Grad, Third year",Modern Languages,1.0,Chaotic good,Moderately left-wing,1.0,,1.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,Entz 🎫,The silent observer,Ranting / causing drama,Spouse❤️,1.0,1.0,Ask questions to eat up the 🕐,0.0,just pull a sickie every time,False,Uni libraries,eating a nature valley granola bar - we all know those crumbs will haunt us til kingdom come,the taylor,Oxford University Conservative Association,0.0,0.0,1.0,,1.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,Turf tavern,vaults,1.0,0.0,3.0,True,Asleep,3.0,1.0,Indie,it varies,1.0,0.0,None,Extroverted,The Wildcard,0.0,True,,1.0,Tinder,2.0,0.0,1.0,I can’t be arsed ,0.0,1.0,1.0,4.0,xoxo,Something more... ❤️,Oriel College,Bully,finding out you have mutual friends with a match / have crossed paths before,,2020-05-28 22:38:35,qxxlhjpay8ehz0toc9fn3qxxlhpkefjm
521,1.0,person 1412,I don't know who that is,Trinity College,Male,Male,Third year,"First year, Second year, Third year, Fourth year +",Law (Jurisprudence),1.0,Chaotic good,Slightly left-wing,1.0,,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,Welfare 💜,The silent observer,Just general shitposting,Spouse❤️,2.0,0.0,Ask questions to eat up the 🕐,0.0,I didn't want to set a precedent for quality. I'm a law student.,True,Uni libraries,Probably still murder,Bod ❤️,The Oxford Union,0.0,0.0,0.0,,0.0,A mix of all the above depending on the week,Pret a Manger,The Head of the River,"Branca, Jericho",0.0,1.0,2.0,True,Kebab van,1.0,1.0,"Classical, Electronic, Pop, R&B, Indie",The Beatles,4.0,0.0,"Shooting, Swimming",In between,The Wildcard,0.0,False,,1.0,Tinder,1.0,0.0,0.0,It's hard to find people I have things in common with,0.0,0.0,1.0,4.0,,Something more... ❤️,St Benet's Hall,Park End,,,2020-05-28 22:47:03,9xqdkmc0fwz8ideus9xqdkmc0k8wzr4f
522,1.0,person 2467,Yes,University College,Female,"Male, Female",First year,"First year, Second year, Third year, Fourth year +",Earth Sciences (Geology),1.0,Chaotic good,Moderately left-wing,0.0,"Very conservative, Moderately conservative",1.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,Sports 🏐,The silent observer,Sharing events nobody cares about,Blue🎖,1.0,1.0,Please don't ask me a question,0.0,dropped it in the river on a welfare walk,False,My room,talking sorry u bare annoying,Earth Sciences library,Oxford University Conservative Association,0.0,1.0,1.0,I sconce anyone who slept with their step brother,1.0,Creature of the night 🌙 (no idea when I'll be up),Greggs,Four candles,Costa ????,1.0,0.0,4.0,True,Kebab van,2.0,1.0,"Indie, Rock",Muse or my chemical romance,6.0,3.0,"Rugby, Netball",Introverted,The Mess,0.0,True,Honestly just a walk at this point,0.0,,,,,,1.0,1.0,1.0,3.0,N/a,Something more... ❤️,Balliol College,Bully,,,2020-05-28 22:48:58,323c7b5qxjybw323c7532fikdmtnnv05
523,1.0,person 1843,Yes,St Peter's College,Female,Female,First year,"First year, Second year, Third year, Fourth year +, Post Grad",Earth Sciences (Geology),1.0,Chaotic good,Moderately left-wing,1.0,,1.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,Entz 🎫,I wasn't in the freshers group chat (thankfully),Sharing events nobody cares about,Spouse❤️,2.0,0.0,Please don't ask me a question,0.0,oh,True,My room,idk,earth sciences,The Oxford Union,0.0,1.0,1.0,sconce anyone who got with someone and thought it was his best friend and texted his best friend to have sex,1.0,Get up in the afternoon person ⏰ (!!!),Greggs,peters bar,pizza pilgrims,1.0,0.0,5.0,False,McDonalds,0.0,1.0,Indie,Easy life,7.0,2.0,"Basketball, Swimming",In between,idk,0.0,False,idk just some food or something,0.0,,,,,,0.0,0.0,0.0,3.0,,Something more... ❤️,St Edmund Hall,Bridge,,,2020-05-28 22:51:15,kac1w6c0xne2va6epjd71dkac1w6wpyb
524,1.0,person 1901,Yes,Christ Church,Female,Male,First year,"First year, Second year, Third year",Law (Jurisprudence),0.0,,Moderate,1.0,,0.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,Welfare 💜,The non-stop chatterbox,Ranting / causing drama,Spouse❤️,3.0,0.0,The Teamplayer (back them up!),0.0,,True,College library,Sex in the law lib,Burns Law Library,The Oxford Union,0.0,1.0,1.0,,1.0,Get up in the afternoon person ⏰ (!!!),Pret a Manger,Spoons,G&Ds or The Rose,1.0,1.0,5.0,False,Asleep,0.0,0.0,,,6.0,0.0,None,Extroverted,The Wildcard,1.0,True,,0.0,,,,,,1.0,1.0,1.0,5.0,,Something more... ❤️,St Hilda's College,Park End,,,2020-05-28 22:52:42,yvlbpxl4eczuzzdj76yvlbpxasgzfity
525,1.0,person 2657,Yes,University College,Female,Male,First year,"First year, Second year, Third year, Fourth year +, Post Grad",Earth Sciences (Geology),1.0,Chaotic neutral,Moderately left-wing,1.0,,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,Entz 🎫,I wasn't in the freshers group chat (thankfully),Sharing events nobody cares about,Blue🎖,3.0,0.0,Please don't ask me a question,0.0,Being too fucking dumb to do it,True,My room,,Earth sciences library,Oxford University Conservative Association,0.0,0.0,1.0,"I sconce the person who had to close her eyes during sex, because they didn't find their partner attractive",0.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,Four Candles,Franco Manca,1.0,1.0,4.0,False,Kebab van,3.0,1.0,"Rap, Indie, Electronic",Wild Beasts,5.0,1.0,Rugby,In between,The Organizer,1.0,False,Visit my physiotherapist,0.0,,,,,,0.0,1.0,1.0,4.0,,Something more... ❤️,Merton College,Bridge,,,2020-05-28 22:52:48,opllkryx4x8adaqla6aopllkpco72sso
526,1.0,person 2592,Yes,St Hugh's College,Male,Female,Second year,"First year, Second year",Medicine,1.0,Chaotic neutral,I am not political,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,Welfare 💜,The silent observer,Just general shitposting,First🎓,2.0,0.0,Please don't ask me a question,1.0,,True,College library,,Bodleian,The Oxford Union,0.0,0.0,1.0,,0.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,,,0.0,1.0,2.0,True,McDonalds,3.0,1.0,Pop,The kooks,1.0,3.0,Football,In between,The Wildcard,0.0,True,,0.0,,,,,,0.0,0.0,0.0,3.0,,Something more... ❤️,St John's College,Park End,,,2020-05-28 22:58:29,dcsw28tqw0sbscgcx5vem5edcsw2867r
527,1.0,person 567,Yes,University College,Female,"Male, Female",First year,"Third year, First year, Second year, Fourth year +",Medicine,1.0,Chaotic neutral,Very left-wing,0.0,"Very conservative, Moderately conservative, Slightly conservative, Moderate",1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,Entz 🎫,The silent observer,Using it as your personal lost & found,First🎓,1.0,1.0,Please don't ask me a question,0.0,,False,My room,,Univ library,Oxford University Conservative Association,0.0,0.0,1.0,,1.0,Morning person 🌅,Greggs,four candles,,1.0,0.0,5.0,False,Kebab van,0.0,1.0,"Pop, R&B, Rap, Indie",The 1975,4.0,1.0,None,In between,The Wildcard,1.0,True,,0.0,,,,,,0.0,0.0,0.0,5.0,,Something more... ❤️,Wadham College,Bridge,,,2020-05-28 23:00:53,yxo8wg9d27widgyxo8h6ud0zd3agodf4
528,1.0,person 318,Yes,The Queen's College,Female,Male,First year,"First year, Second year, Third year",History,1.0,Chaotic good,Moderate,1.0,,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,Entz 🎫,The silent observer,Ranting / causing drama,Spouse❤️,1.0,0.0,The Teamplayer (back them up!),0.0,"Pretended to have been in A&E over the weekend having broken my finger so couldn’t type, then went to the tute with a fake bandage.",True,College library,Alarm going off.,Queen’s College,Student 'journalism',0.0,0.0,1.0,Got carried home by a 2nd year boy from Fever and was sick down their back.,1.0,A mix of all the above depending on the week,Pret a Manger,Four Candles,Jericho coffee traders,1.0,0.0,2.0,False,McDonalds,0.0,0.0,,,4.0,3.0,Hockey,Extroverted,The Mess,1.0,True,Picnic/drinks,1.0,"Tinder, Hinge",1.0,0.0,0.0,"It's difficult arranging to meet // I don't know where to meet them, Messaging is awkward // I don't know what to say, That's not what I'm trying to do // I don't want to meet in person",1.0,0.0,1.0,5.0,,Something more... ❤️,St Edmund Hall,Park End,,,2020-05-28 23:08:46,945so41bx9jb7pt945so4w7uq4qm0rbw
529,1.0,person 1624,I don't know who that is,St Peter's College,Female,Male,Second year,"Second year, Third year, Fourth year +",History of Art,1.0,Chaotic good,Very left-wing,0.0,"Very conservative, Moderately conservative",1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,President👑,I wasn't in the freshers group chat (thankfully),Using it as your personal lost & found,First🎓,3.0,1.0,Ask questions to eat up the 🕐,0.0,,True,Uni libraries,Spilling drinks 😬,Sackler,Oxford University Conservative Association,0.0,1.0,0.0,,0.0,A mix of all the above depending on the week,Greggs,Turf,Leon/Gails,0.0,1.0,3.0,True,McDonalds,2.0,1.0,"R&B, Jazz, Pop, Rap, Blues, Country, Indie, Classical",Amy Winehouse/Rolling Stones/Etta James,8.0,1.0,Yoga/Gym,In between,The Organizer,1.0,False,,1.0,"Tinder, Bumble",3.0,1.0,0.0,"Messaging is awkward // I don't know what to say, That's not what I'm trying to do // I don't want to meet in person, It's hard to find people I have things in common with",0.0,0.0,0.0,3.0,,Something more... ❤️,Oriel College,O2,,,2020-05-28 23:09:21,e2kz44s4feb71mn9wfj12de2kz44sezz
530,1.0,person 2174,I don't know who that is,The Queen's College,Male,Female,First year,"First year, Second year, Third year, Fourth year +, Post Grad",Materials Science,1.0,Chaotic good,I am not political,1.0,,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,Welfare 💜,Normal,Using it as your personal lost & found,Spouse❤️,5.0,0.0,The Teamplayer (back them up!),1.0,never handed in work late cuz i'm amazing,True,College library,Tacky chunny,QUUUEEENS or materials dept,Oxford University Conservative Association,0.0,1.0,1.0,,1.0,A mix of all the above depending on the week,Greggs,Spoons on a night out otherwise the local bc,instant coffee from the jcr,1.0,0.0,3.0,True,Cheeky bike ride,4.0,0.0,,,8.0,3.0,"Cricket, Football, Rugby",Extroverted,The Floater,1.0,True,Tripping in port meadow,1.0,Tinder,3.0,0.0,1.0,Coronaaa,1.0,0.0,0.0,5.0,,Something more... ❤️,Christ Church,Cirkus,Not had much experience,,2020-05-28 23:17:33,jjfatajqnn02ov4jjf9k9ygl6839blr9
531,1.0,person 2272,Yes,The Queen's College,Male,Female,First year,First year,Oriental Studies,1.0,Chaotic evil,Moderately conservative,1.0,,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,Entz 🎫,The drama starter,Using it as your personal lost & found,Spouse❤️,2.0,0.0,Ask questions to eat up the 🕐,0.0,"“Hi I have no excuse for not doing the essay, but I would really like to go to Cambridge for the weekend to play my sister college at football, so please can I have an extension. Thanks “",True,College library,A guy once sat opposite me picking his nose and eating it that was pretty grim,Gladstone links,Student 'journalism',0.0,1.0,1.0,,1.0,Creature of the night 🌙 (no idea when I'll be up),Greggs,Turf - atmosphere. Queen’s beer cellar - local.   4 candles - pres,Anything in covered market,1.0,0.0,3.0,True,"Smashing the leftover ket, but of nos and maybe a cheeky bike ride ",0.0,0.0,,,8.0,1.0,"Football, Rugby, Cricket",Extroverted,The Daredevil,0.0,True,Something chilled - get to know each other. Pub and food (at pub),0.0,,,,,,0.0,1.0,0.0,5.0,,Something more... ❤️,Hertford College,Bully,,,2020-05-28 23:22:37,zrezzi855x8b0hx8wu0zrezpqh71la5u
532,1.0,person 2942,Yes,Lady Margaret Hall,Male,Female,Second year,"Second year, Third year, Fourth year +",Mathematics,0.0,,Moderately left-wing,1.0,,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,Welfare 💜,The silent observer,Using it as your personal lost & found,Spouse❤️,3.0,1.0,Please don't ask me a question,1.0,,False,My room,,College library,The Oxford Union,0.0,1.0,1.0,,0.0,A mix of all the above depending on the week,Greggs,Four Candles,Missing Bean,0.0,1.0,2.0,True,Kebab van,1.0,0.0,,,3.0,1.0,None,Introverted,The Organizer,0.0,True,nandos #nandos #ilovenandos,0.0,,,,,,0.0,0.0,1.0,3.0,,Something more... ❤️,Christ Church,Bridge,,,2020-05-28 23:25:58,0iqldpoq28beyr83lssr70iqldpot6gb
533,1.0,person 630,I don't know who that is,Jesus College,Female,Male,First year,First year,Music,1.0,Chaotic good,I am not political,1.0,,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,President👑,The silent observer,Ranting / causing drama,First🎓,3.0,1.0,The Teamplayer (back them up!),0.0,,True,My room,,RadCam,Oxford University Conservative Association,0.0,0.0,1.0,,0.0,Creature of the night 🌙 (no idea when I'll be up),Greggs,,,1.0,1.0,3.0,False,Kebab van,4.0,1.0,"Classical, Jazz",The Beatles,3.0,2.0,None,In between,The Wildcard,0.0,False,,0.0,,,,,,0.0,0.0,1.0,5.0,,Something more... ❤️,Balliol College,Park End,,,2020-05-28 23:33:42,dygjhgm0baed6w93fdygjulv0xal3pwm
534,1.0,person 570,No,St Anne's College,Male,Female,First year,"First year, Second year, Third year",Geography,1.0,Chaotic neutral,Slightly conservative,1.0,,0.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,Entz 🎫,The silent observer,Sharing events nobody cares about,First🎓,3.0,0.0,I'm too busy arguing with the tutor..,1.0,,True,College library,Getting with someone,College library,My college's JCR,0.0,1.0,1.0,Getting with your best mate’s sister,1.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,Wibbas Down Inn (local spoons),Café Nero,1.0,0.0,4.0,False,Chilling in someone’s room,3.0,1.0,"Pop, Rap, R&B",Col3trane,7.0,2.0,"Cycling, Football",Extroverted,The Organizer,0.0,False,"Pub, dinner, sex",1.0,Tinder,3.0,0.0,1.0,Messaging is awkward // I don't know what to say,1.0,0.0,1.0,3.0,,Something more... ❤️,St Edmund Hall,Bridge,,,2020-05-28 23:33:48,v8hj0kmaakd2pwv3m1v8h5wtnluarula
535,1.0,person 2714,Yes,St Hilda's College,Female,Male,First year,"First year, Second year",Psychology (Experimental),1.0,Chaotic evil,Moderately left-wing,1.0,,1.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,Sports 🏐,The silent observer,Ranting / causing drama,First🎓,1.0,1.0,Ask questions to eat up the 🕐,0.0,,False,My room,,Radcam,Oxford University Conservative Association,0.0,0.0,0.0,,1.0,Creature of the night 🌙 (no idea when I'll be up),Greggs,Four candles,Starbucks,0.0,0.0,2.0,True,McDonalds,0.0,0.0,,,1.0,1.0,Karate,Introverted,The Wildcard,0.0,True,Drunk in pub,0.0,,,,,,1.0,0.0,0.0,5.0,,Something more... ❤️,Christ Church,Fever,,,2020-05-28 23:37:39,845xs46kmih0apomkm845xs8j8ns1ul8
536,1.0,person 141,Yes,Somerville College,Male,Male,Second year,"First year, Second year, Third year",English Language and Literature,0.0,,I am not political,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,Careers 🤑,The silent observer,Ranting / causing drama,Spouse❤️,3.0,0.0,The Teamplayer (back them up!),0.0,,True,Cafes,,S,My college's JCR,0.0,0.0,0.0,,0.0,A mix of all the above depending on the week,Pret a Manger,m,jericho,0.0,1.0,1.0,True,McDonalds,2.0,1.0,"Rap, Pop, R&B",jhene,1.0,2.0,None,In between,The Organizer,1.0,True,,0.0,,,,,,1.0,0.0,0.0,4.0,,Something more... ❤️,Lady Margaret Hall,I don't go to clubs,,,2020-05-28 23:44:39,4q0jejinuiqg6sqcj504q0mmghkcs0i4
537,1.0,person 2109,Yes,Worcester College,Female,Male,First year,"First year, Second year, Third year, Fourth year +, Post Grad",Earth Sciences (Geology),1.0,Chaotic good,Slightly conservative,1.0,,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,Sports 🏐,The silent observer,Ranting / causing drama,Blue🎖,2.0,1.0,The Teamplayer (back them up!),0.0,,True,College library,,Bodleian,Student 'journalism',0.0,1.0,1.0,,0.0,Morning person 🌅,Greggs,,,1.0,1.0,3.0,True,McDonalds,0.0,0.0,,,,4.0,"Cycling, Football, Rugby, Basketball",In between,The Daredevil,1.0,False,,0.0,,,,,,0.0,0.0,0.0,,,Something more... ❤️,Keble College,Fever,,,2020-05-28 23:54:50,a521qr9ja4rrhi1knta521q3ic4nc5yo
538,1.0,person 2683,Yes,St Hugh's College,Female,Male,First year,"First year, Second year",Law (Jurisprudence),1.0,Chaotic good,Moderately left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,Careers 🤑,The silent observer,Ranting / causing drama,Spouse❤️,3.0,1.0,Ask questions to eat up the 🕐,0.0,Dog ate my homework,True,Uni libraries,"Coughing without covering your mouth - disgusting, especially in the college library at 2am, it just hurt","SSL to be productive, rad cam to be chill and pretty",Oxford University Conservative Association,0.0,0.0,1.0,,1.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,Turf Tavern,Taylor’s,1.0,0.0,5.0,False,Kebab van,1.0,0.0,,,7.0,2.0,Football,Extroverted,The Mom,1.0,True,Just walking around Oxford,0.0,,,,,,0.0,0.0,1.0,4.0,"The political views question - hard to know what is meant by “different”, would be better if it was not a binary format",Something more... ❤️,Balliol College,Bridge,,,2020-05-29 00:17:35,xlci5753nrz236xlci5nvywi0bwnjebe
539,1.0,person 2431,No,New College,Male,Female,First year,"Second year, First year",Physics,0.0,,Slightly left-wing,0.0,"Very conservative, Moderately conservative",0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,Entz 🎫,The silent observer,Just general shitposting,First🎓,4.0,1.0,I'm too busy arguing with the tutor..,0.0,,False,My room,,Gladstone Link,Oxford University Conservative Association,0.0,1.0,1.0,,1.0,Get up in the afternoon person ⏰ (!!!),Pret a Manger,Four Candles,,1.0,0.0,4.0,False,McDonalds,1.0,0.0,,,5.0,1.0,Rowing,In between,The Mom,1.0,True,,1.0,Tinder,2.0,0.0,1.0,"Messaging is awkward // I don't know what to say, It's hard to find people I have things in common with",0.0,1.0,1.0,4.0,,Something more... ❤️,Trinity College,Bridge,,,2020-05-29 00:49:32,6c1x1trol2cojco4d3i1g35sjx6c1x1t
540,1.0,person 1246,I don't know who that is,St Catherine's College,Female,"Male, Female, Other genders too",First year,"First year, Second year, Third year, Fourth year +, Post Grad",Physics,1.0,Chaotic good,Moderately left-wing,0.0,"Very conservative, Moderately conservative",0.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,Sports 🏐,The silent observer,Ranting / causing drama,First🎓,3.0,1.0,The Teamplayer (back them up!),0.0,Just said I handed it in and bsed 🤷‍♀️,True,My room,Shagging in the library (your room is next door you twat),Catz library,The Oxford Union,0.0,0.0,1.0,,1.0,Creature of the night 🌙 (no idea when I'll be up),Greggs,Why go to the pub with the best jcr bar in the uni,The one by the radcam,1.0,0.0,2.0,False,Kebab van,2.0,1.0,"Pop, Rap, R&B, Indie, Rock",Imagine dragons,6.0,3.0,"Rugby, Swimming",In between,The Daredevil,1.0,False,On a beach eating ice cream,1.0,Tinder,3.0,1.0,1.0,"They don't respond to messages, It's hard to find people I have things in common with",0.0,1.0,1.0,4.0,,Just a friend 😊,Magdalen College,Plush,,,2020-05-29 01:23:38,5i78bejq2ca7n75z5i78bofq61cqk9f7
